10000	0	0	0	0
20000	0	0	9501	4249
30000	1	0	18148	6524
40000	4	0	26096	8374
50000	9	0	33488	9864
60000	18	2	40252	11151
70000	21	2	46578	12361
80000	32	2	52570	13487
90000	46	2	58218	14434
100000	61	2	63524	15376
110000	85	2	68507	16261
120000	112	3	73194	17096
130000	137	3	77679	17844
140000	164	3	81886	18561
150000	200	3	85930	19243
160000	246	4	89832	19943
170000	300	5	93592	20585
180000	354	6	97169	21231
190000	416	7	100643	21848
200000	492	9	103950	22426
210000	559	12	107135	22990
220000	631	12	110254	23554
230000	705	14	113161	24050
240000	797	16	116015	24541
250000	918	21	118727	25014
260000	1033	25	121390	25516
270000	1175	27	123998	26010
280000	1309	35	126552	26468
290000	1434	40	128935	26919
300000	1571	51	131286	27346
310000	1741	59	133595	27775
320000	1924	64	135840	28208
330000	2109	73	137885	28586
340000	2304	78	139885	28987
350000	2519	85	141920	29366
360000	2749	96	143853	29760
370000	2997	116	145663	30139
380000	3228	123	147464	30479
390000	3480	142	149260	30800
400000	3726	153	150981	31133
410000	4006	162	152615	31471
420000	4282	176	154258	31767
430000	4597	190	155840	32110
440000	4897	206	157432	32434
450000	5237	214	158938	32759
460000	5583	228	160357	33063
470000	5949	246	161794	33384
480000	6285	258	163198	33711
490000	6625	266	164527	34024
500000	7014	277	165875	34327
510000	7405	295	167210	34650
520000	7846	315	168516	34945
530000	8250	334	169793	35229
540000	8634	357	171050	35510
550000	9073	377	172266	35791
560000	9535	391	173399	36044
570000	9984	405	174551	36291
580000	10482	425	175649	36554
590000	10968	444	176714	36845
600000	11471	466	177838	37094
610000	11956	491	178893	37373
620000	12479	520	179953	37604
630000	13037	552	181000	37829
640000	13527	570	182015	38072
650000	14086	600	183037	38278
660000	14638	635	184003	38530
670000	15214	668	184932	38770
680000	15776	682	185882	38987
690000	16341	709	186766	39225
700000	16965	730	187684	39452
710000	17595	759	188554	39670
720000	18220	787	189427	39894
730000	18873	817	190294	40112
740000	19546	844	191102	40311
750000	20199	880	191985	40539
760000	20846	912	192809	40760
770000	21531	941	193578	40970
780000	22220	980	194341	41179
790000	22936	1010	195105	41387
800000	23658	1048	195868	41585
810000	24346	1086	196618	41783
820000	25154	1124	197386	41987
830000	25888	1150	198094	42188
840000	26683	1183	198807	42382
850000	27481	1216	199513	42588
860000	28269	1248	200200	42804
870000	29101	1281	200877	43011
880000	29930	1324	201513	43220
890000	30757	1362	202200	43421
900000	31557	1405	202866	43620
910000	32359	1447	203522	43804
920000	33258	1491	204122	43991
930000	34133	1537	204698	44164
940000	35067	1583	205296	44346
950000	35942	1623	205895	44541
960000	36890	1664	206489	44738
970000	37773	1703	207069	44919
980000	38679	1747	207652	45103
990000	39609	1800	208274	45271
1000000	40563	1852	208818	45448
1010000	41549	1900	209393	45647
1020000	42571	1941	209941	45820
1030000	43574	1977	210509	45996
1040000	44573	2018	211008	46190
1050000	45604	2065	211599	46359
1060000	46678	2135	212104	46526
1070000	47693	2181	212620	46692
1080000	48695	2227	213117	46861
1090000	49677	2269	213660	47026
1100000	50751	2316	214170	47171
1110000	51841	2364	214696	47348
1120000	52890	2417	215179	47509
1130000	53978	2465	215711	47674
